LibroId,Titulo,Autor,Editorial,AñoEdicion,Tipo,Remitente,NivelEducativo,CondicionLibro,AñoRecepcion,Cantidad
730,English Coure Book Two 2,Vince Quispe Anda,E. ESCUELA NUEVA,1995,22,Donación,Secundaria,B,1999,3
731,English Coure Book Tree,Vince Quispe Anda,E. ESCUELA NUEVA,1995,22,Donación,Secundaria,B,1997,1
732,My English Book 3,Bertha Suárez de Mayandía,SALESIANA,1986,22,Donación,Secundaria,B,1997,1
733,My English Book 4,Bertha Suárez de Mayandía,SALESIANA,1986,22,Donación,Secundaria,B,1997,1
734,My English Book 5,Bertha Suárez de Mayandía,SALESIANA,1986,22,Donación,Secundaria,B,1999,1
735,English Coure Book Five 5,Vince Quispe Anda,E. ESCUELA NUEVA,,22,Donación,Secundaria,B,1997,1
736,My New English Book 1,Bertha Suárez de Mayandía,SALESIANA,1994,22,Donación,Secundaria,B,1997,1
737,My English Book 2,Bertha Suárez de Mayandía,SALESIANA,1990,22,Donación,Secundaria,B,1997,2
738,Apuntes de Ingles,,NORMA,2011,22,Donación,Secundaria,B,2014,1
739,Everyday activities,,,,22,Donación,Secundaria,B,1997,8
740,Basic Gramar,Raymond Murphy,EL COMERCIO,,22,Donación,Secundaria,B,2015,12
741,Picture Dictionary,James W. Brown,QUAD GRAPHICS,2004,22,Donación,Secundaria,B,2015,12
742,Para Conocer la Constitución de 1993,Marcial Rubio Correa,PUCP,2008,22,Donación,Secundaria,B,2015,12
743,Constitución Política I,Benigno Aranda Espinar,INKARI E.I.R.L,2001,22,Donación,Secundaria,B,2008,1
744,Constitución Política II,Benigno Aranda Espinar,INKARI E.I.R.L,2001,22,Donación,Secundaria,B,2008,1
745,Constitución Política III,Benigno Aranda Espinar,INKARI E.I.R.L,2001,22,Donación,Secundaria,B,2008,1
746,Constitución Política del Perú,Benigno Aranda Espinar,E. CHIRRE S.A,2011,22,Donación,Secundaria,B,2011,1
747,Constitución Política del Perú de 1993,,EDICION OFICIAL,1993,22,Donación,Secundaria,B,1995,37
748,Para Conocer la Constitución peruana,Marcial Rubio Correa,MESA REDONDA S.A,1998,22,Donación,Secundaria,B,1999,1
749,Constitución Política del Perú de 1997,,E. ESCUELA NUEVA,,22,Donación,Secundaria,B,1997,1
750,Constitución Política del Perú de 2010,,E. CHIRRE S.A,2011,22,Donación,Secundaria,B,1995,1
751,Constitución Política del Perú 2015,,E. CHIRRE S.A,2011,22,Donación,Secundaria,B,1999,1
752,Constitución Política del Perú,,INJANTE E.I.R.L,2010,22,Donación,Secundaria,B,1995,1
753,Justicia y Constitución,Piedad Pareja,CONCYTEC,1989,22,Donación,Secundaria,B,2010,1
754,Calendario Cívico Escolar,C.E Málaga(f),,1995,22,Donación,Secundaria,B,1997,1
755,Calendario Cívico Escolar,Guillermo Romero Peralta(f),MERCURIO,,22,Donación,Secundaria,B,1997,1
756,Calendario Cívico Escolar,Mavila  Calero Pérez,TUMI BARBA E.I.R.L,1996,22,Donación,Secundaria,B,1997,1
757,Himnos Y Canciones Escolares,Esteban Mamani Sánchez,UNIVERSITARIA,,22,Donación,Secundaria,B,2008,1
758,Cancionero Scout,Asociación Nacional de Scout (f),,1972,22,Donación,Secundaria,B,1999,1
759,Diccionario Escolar de Personalidades,Corporación Grafica N(f),E. NAVARRETE,2006,22,Donación,Secundaria,B,2007,1
760,Los Siete Hábitos del Adolescentes,Sean Covey,QUEAD GRAPHICS,2013,22,Donación,Secundaria,B,2015,11
761,El Libro del Como,Guiseppe Zanini,GRIJALBO S.A,1975,22,Donación,Secundaria,B,1998,1
762,El Libro del Donde,Guiseppe Zanini,GRIJALBO S.A,1975,22,Compra,Secundaria,B,1988,1
763,El Libro del Donde,Guiseppe Zanini,GRIJALBO S.A,1975,22,Donación,Secundaria,B,2008,1
764,El Libro del Porque,Guiseppe Zanini,GRIJALBO S.A,1975,22,Compra,Secundaria,B,1998,1
765,El Libro del Porque,Guiseppe Zanini,GRIJALBO S.A,1975,22,Compra,Secundaria,B,1988,1
766,Drácula,Michael Mucci,E. BRUÑO,2008,22,Donación,Secundaria,B,2015,23
767,The Happy Prince,Oscar  Wilde,E. SANTILLANA,2005,22,Donación,Secundaria,B,2005,30
768,Alice In Wonderland,Lewis Carroll,EMECE,2005,22,Donación,Secundaria,B,2005,30
769,Mauss,Art Spilgerman,GREDOS S.A,2007,22,Donación,Secundaria,B,2015,25
770,Diccionario de Sinónimos y Antónimos,Mario Moliner,E. LABRUSA,2012,22,Donación,Secundaria,B,2015,12
771,Diccionario Satélite,,GRAFICA S.A,,22,Donación,Secundaria,B,1997,1
772,Diccionario Ilustrado,Corporación Grafica N,E. OCEANO,2005,22,Donación,Secundaria,B,2005,3
773,Diccionario Enciclopédico,Editorial Océano(f),ESCALERA,1994,22,Donación,Secundaria,B,2011,3
774,Nelson Mandela,José Carlos Ortiz García,E. BRASA,2012,22,Donación,Secundaria,B,2015,24
775,Diccionario de Sinónimos y Antónimos,Romero,E. BRASA,1996,22,Donación,Secundaria,B,1999,1
776,Diccionario de Sinónimos y Antónimos,Enrique Fontanillo Merino,E. NAVARRETE,1997,22,Donación,Secundaria,B,2014,1
777,Diccionario de Sinónimos y Contrarios,,TEIDE,1985,22,Donación,Secundaria,B,1988,1
778,Diccionario Panhispánico de Dudas,Asociación De Lenguas Españolas,TEIDE,2005,22,Donación,Secundaria,B,2015,12
779,Diccionario Espasa,Marisol Pales,E. SANTILLANA,2001,22,Donación,Secundaria,B,2005,3
780,Diccionario de la Lengua Española,Real Academia Española,GALPES S.A,2001,22,Donación,Secundaria,B,2015,2
781,Diccionario Enclopedico Credimar,,CREDIMAR S.L,1996,22,Donación,Secundaria,B,1999,1
782,Pequeño Laurusel Ilustrado,Ramon García Pelayo,LAURUSE,1987,22,Donación,Secundaria,B,2011,1
783,Dinámica de Grupos,Jesús Canto Ortiz,QUAD GRAPHICS,2013,22,Donación,Secundaria,B,2015,12
784,Ética para Amador,Fernando Savater,PANETA PERU,2013,22,Donación,Secundaria,B,2015,12
785,"Educación, Convivencia y agresión escolar",Enrique Chaux,E. SANTILLANA,2013,22,Donación,Secundaria,B,2015,3
786,9 Ideas Claves,Jaime Funes Artiaga,GRAO S.L,2013,22,Donación,Secundaria,B,2015,3
787,Situación Actual de la Ejecución Penal,Wilfredo Pedraza,,1998,22,Donación,Secundaria,B,2008,1
788,Letras y Colores del Perú,Soledad Huamán,QUEAD GRAPHICS,2013,22,Donación,Secundaria,B,2014,6
789,La Nueva Era del Sueño,Nacho Fernández,SAURE,2013,22,Donación,Secundaria,B,2015,24
790,Aprende a Resolver Conflictos,David Álvarez García,LIBRO AMIGO,2013,22,Donación,Secundaria,B,2015,3
791,Probabilidades y Estadísticas,Oscar Bresan,VD.SAC,2013,22,Donación,Secundaria,B,2015,3
792,Practica Docente,Carlos Augusto Audirac Camarena,TRILLAS S.A,2013,22,Donación,Secundaria,B,2015,3
793,PNL Para Profesores,Albert Serrat,GRAO S.L,2005,22,Donación,Secundaria,B,2015,2
794,Procedimiento en Historia,Cristófol A. Trepat,GRAO S.L,2006,22,Donación,Secundaria,B,2015,3
795,Educar la Mirada,Inés Dussel,QUEAD GRAPHICS,2013,22,Donación,Secundaria,B,2015,3
796,El Cultivo del Discernimiento,Susana Frisancho Mala,AUSJAL,2013,22,Donación,Secundaria,B,2015,3
797,Un Pasado de Violencia,IDEHPUCP,EDITORIAL PUCP,2013,22,Donación,Secundaria,B,2015,12
798,Racismo en el Perú,Doris Efraín(f),HEMISFERIO,2013,22,Donación,Secundaria,B,2015,12
799,Yachaykuna,Maru,,2017,22,Donación,Secundaria,B,2018,20
800,Computer Simulation,Marilú Martins,,,22,Donación,Secundaria,B,1999,1
801,Música 1,Esteban Escobedo Acuña,STUDIUM,1962,22,Donación,Secundaria,B,1988,2
802,Música 1,Francisco Pulgar Vidal,C.M.L.P,1962,22,Donación,Secundaria,B,1999,1
803,Música 2,Esteban Escobedo Acuña,C.M.L.P,1962,22,Donación,Secundaria,B,1999,1
804,Música 3,Esteban Escobedo Acuña,C.M.L.P,1962,22,Donación,Secundaria,B,1999,2
805,Música 4,Francisco Pulgar Vidal,C.M.L.P,1962,22,Donación,Secundaria,B,1999,1
806,Música 4,Esteban Escobedo Acuña,C.M.L.P,1962,22,Donación,Secundaria,B,1999,2
807,Música 5,Esteban Escobedo Acuña,C.M.L.P,1962,22,Donación,Secundaria,B,1999,1
808,Geste,Rolf Schelgel,I.N.I.D.E,1977,22,Donación,Secundaria,B,1988,1
809,Artes Plásticas,Juan Villacorta  Ramírez(f),E. UNIVERSO,1963,22,Donación,Secundaria,B,1999,1
810,Guitarra,,EUROCIENCIA,,22,Donación,Secundaria,B,2007,1
811,Artes Plásticas,Juan Villacorta  Ramírez,E. UNIVERSO,1963,22,Donación,Secundaria,B,1999,1
812,Historia del Arte,Camila de la Bedoyere,EDIMAT,2006,22,Donación,Secundaria,B,2015,3
813,Del Cielo Y La Tierra,Ramón Mujica Pinilla,U.S.M.P,2013,22,Donación,Secundaria,B,2015,12
814,Comprender el Arte,María Carla Prette,V.D.S.A.C.,2013,22,Donación,Secundaria,B,2015,3
815,Ritos y fiestas,Ministerio de Educación,EL COMERCIO,2007,22,Donación,Secundaria,B,2019,1
816,Historia de las artes mediáticas,Ministerio de Educación,EL COMERCIO,2007,22,Donación,Secundaria,B,2019,1
817,Historia de la danza,Ministerio de Educación,EL COMERCIO,2007,22,Donación,Secundaria,B,2019,1
818,Historia del teatro,Ministerio de Educación,EL COMERCIO,2007,22,Donación,Secundaria,B,2019,1
819,Historia de la música del mundo,Ministerio de Educación,EL COMERCIO,2007,22,Donación,Secundaria,B,2019,1
820,Historia de la escultura y arquitectura,Ministerio de Educación,EL COMERCIO,2007,22,Donación,Secundaria,B,2019,1
821,Historia del dibujo y la pintura,Ministerio de Educación,EL COMERCIO,2007,22,Donación,Secundaria,B,2019,1
822,Artes Plásticas,Juan Villacorta  Ramírez,STUDIUM,1992,22,Donación,Secundaria,B,1999,2
823,Nace la Tierra,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
824,"Manual, diagnóstico integral de micro cuencas",Juan Torres Guevara,CCTA,1999,22,Donación,Secundaria,B,,1
825,Nace la Tierra,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
826,El Hombre de Neanderthal,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
827,El Hombre de Cromagnon,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
828,Los Valles Fértiles,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
829,Los Primeros Imperios,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
830,El Siglo de los Pericles,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
831,La Pax Romana,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
832,Los Mil y un Orientes,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
833,De los Barbaros a Carlomagno,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
834,Los Vikingos,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
835,Los Constructores de Catedrales,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
836,Los Viajes de Marco polo,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
837,Las Ciudades Comunales,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
838,El Hombre del Renacimiento,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
839,El Siglo De Oro Español,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
840,Isabel Y el Gran Siglo Ingles,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
841,El Esplendor de las Provincias Unidas,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
842,El Gran Siglo de Luis XIV,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
843,Pedro el Grande de Rusia,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
844,El Siglo de las Luces,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
845,América del Norte,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
846,La Revolución Francesa,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
847,La Primavera de los Pueblos,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
848,La Bella Epoque,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
849,Los Años de la Locura,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
850,Erase una Vez la Tierra,Albert Barillé,PLANETA AGOSTINI,2013,22,Donación,Secundaria,B,2015,12
851,Cristo nos Libera,,SALESIANA,,22,Donación,Secundaria,B,1997,1
852,Puebla,Joannes Paulus,E. LABRUSA,1983,22,Donación,Secundaria,B,1999,1
853,Renglón 1,Manuel valdivia,E. BRUÑO,,22,Donación,Secundaria,B,1997,1
854,Dios Camina con su Pueblo,Arnold Poll,VERBO DIVINO,1996,22,Donación,Secundaria,B,2005,1
855,El Santo de los Pobres,Rubén Vargas Ogoñe,PAULINAS,1986,22,Donación,Secundaria,B,1999,1
856,Dios habla hoy,Sociedad biblica peruana,E. NAVARRETE,1984,22,Donación,Secundaria,B,1997,1
857,Vida y Espiritualidad,German Salazar S(f),LATINA S.R.L,1992,22,Donación,Secundaria,B,2010,1
858,Construir 3,Centro Proyección Cristiana(f),E. BRUÑO,1988,22,Donación,Secundaria,B,1997,1
859,Santas Escrituras,,WATCHTOWER,1967,22,Donación,Secundaria,B,1999,2
860,Soy el Camino y la verdad,Linares Málaga,ESCOLAR EDITORES,1968,22,Donación,Secundaria,B,2010,1
861,La Fe de Jesús,Carlos E. Aeschlimann H.,MEXICO CENTRAL A.C,1970,22,Donación,Secundaria,B,1999,1
862,Iglesia Solidaria,Centro Proyección Cristiana(f),E. BRUÑO,1988,22,Donación,Secundaria,B,1997,1
863,Yo Creo,Darío Castillo Hoyos(f),,,22,Donación,Secundaria,B,2005,1
864,Cancionero Carmelitano,Frailes Carmelitanos(f),,1987,22,Donación,Secundaria,B,1999,1
865,Cancionero carismático,Alabare a mi señor,,,22,Donación,Secundaria,B,1998,1
866,Formación Religiosa 4,Episcopal de Enseñanzas y Catequesis(f),E. SANTILLANA,,22,Donación,Secundaria,B,1999,1
867,"Jesucristo, Nuestro Camino 3",,OFFSET,1996,22,Donación,Secundaria,B,1999,1
868,Religión 5,José Antonio Pachas,SALESIANA,2006,22,Donación,Secundaria,B,2008,1
869,El Señor de los Milagros,Wili Pinto Gamboa,B.C.P,1985,22,Donación,Secundaria,B,1999,1
870,Nuestros Primeros Pasos,Rolando de la Cruz R,E. UNIVERSO,,22,Donación,Secundaria,B,1999,2
871,Jesús Nos Enseña,Rolando de la Cruz R,E. UNIVERSO,,22,Donación,Secundaria,B,1999,3
872,Somos Cristianos,Rolando de la Cruz R,E. UNIVERSO,,22,Donación,Secundaria,B,1999,4
873,Cristo Nos Salva 5,Rolando de la Cruz R,E. UNIVERSO,,22,Donación,Secundaria,B,1999,1
874,Dios viene a nosotros,Rolando de la Cruz R,E. UNIVERSO,,22,Donación,Secundaria,B,1999,2
875,Venid a mi 2,Rolando de la Cruz R,E. UNIVERSO,,22,Donación,Secundaria,B,1999,2
876,Caminar 1,María Mújica Alvares,E. BRUÑO,1988,22,Donación,Secundaria,B,1997,3
877,Compartir 2,María Mújica Alvares,E. BRUÑO,1988,22,Donación,Secundaria,B,1997,1
878,Evangelio y Hechos de los Apóstoles,Apóstoles(f),PAULINAS,1984,22,Donación,Secundaria,B,1989,6
879,Pórtico,Mariano Jacinto Valdivia,E. UNIVERSO,1975,22,Donación,Secundaria,B,1999,6
880,Solo Dios Basta,Ilia Corseto(f),,2002,22,Donación,Secundaria,B,2008,2
881,Jesus nuestro camino 4,Luz Elena Arguelles Urday,E. BRUÑO,,22,Donación,Secundaria,B,1990,1
882,Jesus esta con nosotros 6,Luz Elena Arguelles Urday,E. BRUÑO,,22,Donación,Secundaria,B,1990,1
883,Jesus nos une 5,Luz Elena Arguelles Urday,E. BRUÑO,,22,Donación,Secundaria,B,1990,1
884,Jesus nuestra vida 3,Luz Elena Arguelles Urday,E. BRUÑO,,22,Donación,Secundaria,B,1990,2
885,Dios hablas a sus hijos,Werenfried van Straaten,EVD,2004,22,Donación,Secundaria,B,2005,1
886,Cómo lograr felicidad en su vida familiar,Watchtower bible,NEW YORK,,22,Donación,Secundaria,B,2008,1
887,Los mandamientos,Oficina de catequesis y liturgia,,,22,Donación,Secundaria,B,2005,1
888,Catecismo Bíblico,Flaviano Amatulli Valente,APOSTOLES DE LA PAL,,22,Donación,Secundaria,B,2009,1
889,Don Bosco,Tesetio Bosco,SALESIANA,1974,22,Donación,Secundaria,B,1999,1
890,Los sacramentos,María Giovanni,CCP,1992,22,Donación,Secundaria,B,1992,1
891,Las Mejores Recetas de Vida,,SUDAMERICANA,1985,22,Donación,Secundaria,B,1999,1
892,Todo Chocolatería,Ana María Lazo del Solar,"SEPTIEMBRE S,A,C.",2008,22,Donación,Secundaria,B,2014,8
893,Recetario Pescado,Ana María Lazo del Solar,PRINTED IN PERU,2013,22,Donación,Secundaria,B,2014,4
894,Recetario de Quinua,Ana María Lazo del Solar,PRINTED IN PERU,2013,22,Donación,Secundaria,B,2014,4
895,Recetario 1,Ana María Lazo del Solar,PRINTED IN PERU,2013,22,Donación,Secundaria,B,2014,5
896,Recetario 2,Ana María Lazo del Solar,PRINTED IN PERU,2013,22,Donación,Secundaria,B,2014,5
897,Huánuco aprende,Dirección Regional de Educación de Huánuco,GOREHCO,2015,22,Donación,Secundaria,B,,1
898,Manual de Instrucción para el Profesor,Ministerio de la presidencia,INFES,,22,Donación,Secundaria,B,1998,1
899,Manual del docente C.T.A 5º,Cecilia Mejía(f),E. SANTILLANA,2012,22,Minedu,Secundaria,B,2019,1
900,Guía de actividades 5º,Cecilia Mejía,E. SANTILLANA,2016,22,Minedu,Secundaria,B,2019,1
901,Guía de actividades 2º,Cecilia Mejía,E. SANTILLANA,2016,22,Minedu,Secundaria,B,2019,2
902,Guía de actividades 1º,Cecilia Mejía,E. SANTILLANA,2016,22,Minedu,Secundaria,B,2019,1
903,Manual del docente Comunicación 4º,,EDICIONES SM S.A.C,2016,22,Minedu,Secundaria,B,2019,1
904,Manual de Historia Geografía y Economía 1,Cecilia Mejía,E. SANTILLANA,2016,22,Minedu,Secundaria,B,2019,1
905,Manual Matemática 3,Cecilia Mejía,E. SANTILLANA,2016,22,Minedu,Secundaria,B,2019,1
906,Manual Matemática 4,Cecilia Mejía,E. SANTILLANA,2016,22,Minedu,Secundaria,B,2019,1
907,"Manual de uso, producción y conservación",Ministerio de Educación,MUNEDU,1997,22,Minedu,Secundaria,B,1997,2
908,Manual de literatura,Fanuel Hanán Díaz,NORMA,2003,22,Donación,Secundaria,B,,1
909,"Manual, resolvamos problemas",Ministerio de Educación,E. NAVARRETE,2018,22,Minedu,Secundaria,B,,1
910,"Manual, resolvamos problemas",Ministerio de Educación,E. NAVARRETE,2018,22,Minedu,Secundaria,B,,1
911,Kit Máquinas simples,Penelope Vargas Gargate,CIMAGRAF,2020,22,Minedu,Secundaria,B,,4
912,Enfoques ciencia social secundaria,Liliana Espinoza,NORMA S.A,2004,22,Minedu,Secundaria,B,2005,1
913,Diccionario de l alengua española,Larousse,SPES EDITORIAL S.L,2003,22,Donación,Secundaria,B,2005,4
914,Manual Perú país maravilloso,Antonio Brack Egg,IMPRESORA AMARILIS,2013,22,Minedu,Secundaria,B,2018,1
915,Manual para docente Nexos 5,Wilfredo Lévano Luna,NORMA S.A,2002,22,Minedu,Secundaria,B,2018,1
916,Manual del docente matemáticas 5º,Cecilia Mejía,E. SANTILLANA,2012,22,Minedu,Secundaria,B,2018,1
917,Mapas en la escuela,Alvares Orellana Verde(f),EL SERBAL,2017,22,Minedu,Secundaria,B,2017,2
918,Matemática 1,Laura Chávez,EL COMERCIO,2016,22,Minedu,Secundaria,B,2015,23
919,Matemática 2,María Elena Marcos Nicho,EL COMERCIO,2016,22,Minedu,Secundaria,B,2011,38
920,Matemática 3,Rosa Lafose,E. SANTILLANA,2016,22,Minedu,Secundaria,B,2015,44
921,Matemática 4,Juan Mendoza,E. SANTILLANA,2016,22,Minedu,Secundaria,B,2015,51
922,Matemática 5,Ana María la Torre,E. SANTILLANA,2016,22,Minedu,Secundaria,B,2015,35
923,Comunicación 1,Ana María la Torre,E. SANTILLANA,2016,22,Minedu,Secundaria,B,2015,68
924,Comunicación 2,Angel García,E. SANTILLANA,2016,22,Minedu,Secundaria,B,2015,82
925,Comunicación 3,Angel García,S.M.S.A.C,2016,22,Minedu,Secundaria,B,2015,47
926,Comunicación 4,Angel García,S.M S.A.C,2016,22,Minedu,Secundaria,B,2015,52
927,Comunicación 5,Carmen Gonzáles(f),S.M.S.A.C,2016,22,Minedu,Secundaria,B,2015,51
928,Ciencia Tecnología y Ambiente 1,Claudia Urmeneta Beltrán,E. SANTILLANA,2015,22,Minedu,Secundaria,B,2014,53
929,Ciencia Tecnología y Ambiente 2,Mirtha Yrrivarren,E. SANTILLANA,2016,22,Minedu,Secundaria,B,2015,41
930,Ciencia Tecnología y Ambiente 3,Mirtha Yrrivarren,E. SANTILLANA,2016,22,Minedu,Secundaria,B,2015,53
931,Ciencia Tecnología y Ambiente 4,Geraldine Temoche(f),E. SANTILLANA,2016,22,Minedu,Secundaria,B,2015,33
932,Ciencia Tecnología y Ambiente 5,Rubén Zevallos Durand,E. SANTILLANA,2012,22,Minedu,Secundaria,B,2011,62
933,Persona Familia y Relaciones Humanas 1,Ruben Zevallos Durand,METROCOLOR,2005,22,Minedu,Secundaria,B,2011,1
934,Persona Familia Y Relaciones Humanas 2,Rubén Zevallos Durand,METROCOLOR,2005,22,Minedu,Secundaria,B,2011,2
935,Persona Familia y Relaciones Humanas 4,Cristina Alarcón Revilla(f),QUEAD GRAPHICS,2005,22,Minedu,Secundaria,B,2011,1
936,Historia Geografía Y Economía 1,Liliana Pérez,QUEAD GRAPHICS,2012,22,Minedu,Secundaria,B,2011,46
937,Historia Geografía Y Economía 2,Liliana Pérez,E. SANTILLANA,2015,22,Minedu,Secundaria,B,2014,53
938,Historia Geografía y Economía 3,Cayetana Adrianzén,E. SANTILLANA,2015,22,Minedu,Secundaria,B,2014,66
939,Historia Geografía y Economía 4,Ada Muñoz,E. SANTILLANA,2015,22,Minedu,Secundaria,B,2011,49
940,Historia Geografía y Economía 5,Alfredo Acevedo Nestárez,E. SANTILLANA,2015,22,Minedu,Secundaria,B,2014,79
941,Desarrollo Personal Ciudadanía y Cívica 1,Rebeca Rodríguez M,E. BRUÑO,2015,22,Minedu,Secundaria,B,2019,25
942,Desarrollo Personal Ciudadanía y Cívica 2,Milagros Lonch M,E. BRUÑO,2018,22,Minedu,Secundaria,B,2019,37
943,Desarrollo Personal Ciudadanía y Cívica 3,Milagros Lonch M,E. BRUÑO,2018,22,Minedu,Secundaria,B,2019,35
944,Desarrollo Personal Ciudadanía y Cívica 4,Jacobo Alva Mendo,E. NAVARRETE,2018,22,Minedu,Secundaria,B,2019,35
945,Desarrollo Personal Ciudadanía y Cívica 5,Jacobo Alva Mendo,E. NAVARRETE,2018,22,Minedu,Secundaria,B,2019,44
946,Antol-Literaria relatos de los andes 1º,Ricardo palma,PRINTED PERU,2018,22,Minedu,Secundaria,B,2018,6
947,Antol-Literaria relatos de los andes 2º,Ricardo palma,PRINTED PERU,2018,22,Minedu,Secundaria,B,2018,11
948,Antol-Literaria relatos amazónicos 3º,Ricardo palma,PRINTED PERU,2018,22,Minedu,Secundaria,B,2018,13
949,Antol-Literaria relatos de la costa 5º,Ricardo palma,PRINTED PERU,2018,22,Minedu,Secundaria,B,2018,9
950,Antología literaria 1,Ministerio de Educación,GRAFIC PERU S.A,2015,22,Minedu,Secundaria,B,2017,11
951,Antología literaria 2,Ministerio de Educación,GRAFIC PERU S.A,2015,22,Minedu,Secundaria,B,2017,12
952,Antología literaria 3,Ministerio de Educación,GRAFIC PERU S.A,2015,22,Minedu,Secundaria,B,2017,10
953,Antología literaria 4,Ministerio de Educación,GRAFIC PERU S.A,2015,22,Minedu,Secundaria,B,2017,11
954,Antología literaria 5,Ministerio de Educación,GRAFIC PERU S.A,2015,22,Minedu,Secundaria,B,2017,11
955,El hombrecito vestido de gris,Fernando Alonso,E. ALFAGUARA,1994,1,Donación,Primaria,B,1994,2
956,El Vicario que hablaba al revés,Roald Dahl,E. HEMISFERIO,1992,1,Donación,Primaria,B,2005,1
957,Federica la pelirroja,Christine Nöstlinger,E. HEMISFERIO,1997,1,Donación,Primaria,B,2005,1
958,Historia Gráfica del Perú 1°,Gustavo Pons Muzzo,E. INFANTIL,1978,2,Donación,Primaria,C,1997,1
959,Historia Gráfica del Perú 2°,Gustavo Pons Muzzo,E. INFANTIL,1978,2,Donación,Primaria,B,1997,1
960,Enciclopedia de Historia del Perú para Niños,Gustavo Pons Muzzo,E. PRISMA,2006,2,Donación,Primaria,B,2007,1
961,Historia del Mundo para Niños,Juan Castillo Morales,E. BRUÑO,2006,2,Donación,Primaria,A,2007,1
962,Atlas geográfico del perú,Juan Sixto Castillo Morales(f),E. NOCEDAL,2006,2,Donación,Primaria,B,2007,1
963,Ciencias Naturales 2º,María Luisa Maguiña,E. SANTILLANA,1977,3,Donación,Primaria,B,1988,5
964,Espora C. Naturales 3°,Equipo Almenar,E. ANAYA,1986,3,Donación,Primaria,B,1998,1
965,Naturales 4°,Rolando Andrade,E. SANTILLANA,1992,3,Donación,Primaria,B,1994,4
966,Naturales 5°,Rosa Maria de los Heros,E. SANTILLANA,1994,3,Donación,Primaria,B,1994,4
967,Naturales 6°,Rosa María de los Heros,E. SANTILLANA,1993,3,Donación,Primaria,B,1994,5
968,Ciencias Naturales 4°,María Luisa Maguiña,E. SANTILLANA,1977,3,Donación,Primaria,B,1988,5
969,Ciencias de la Naturaleza EGB 4°,Equipo Diseños.Didáctico,E. ANAYA,1998,3,Donación,Primaria,B,1998,1
970,Naturales ciclo medio EGB 4°,Lourdes Sanchez Olivera,E. EDEL VIVES,,3,Donación,Primaria,B,1998,1
971,Naturaleza EGB 5°,Antonio Ramos,E. SANTILLANA,1979,3,Donación,Primaria,B,1999,1
972,Ciencias de la Naturaleza,CULTURA,E. Q.W EDITORES,2005,3,Donación,Primaria,B,2007,1
973,Nuevo Amanecer 3°,Luis Navarrete,E. NAVARRETE,1993,3,Donación,Primaria,B,1995,2
974,Educación Forestal,Benjamin Romero Accinelli,E. BRASA,1997,3,Donación,Primaria,B,1997,1
975,La Energía Mueve al Mundo,Alida Abad-Mirta,E. LUMEN,1995,3,Donación,Primaria,B,2004,1
976,Madera Desechos,Veronica Bonar,CITEM,1992,3,Donación,Primaria,B,1997,1
977,Juego de Investigación 2°,MINEDU,E. ROLAND PRINT,2013,3,Donación,Primaria,B,2016,1
978,Matemática 1°,Ministerio de Educación,MINEDU,1988,4,Donación,Primaria,B,1989,9
979,Aritmética 5°,Susana Benavente Yactayo,E. PAZ ,2004,4,Donación,Primaria,B,2011,2
980,Matemática EGB Santillana 1,Antonio Ramos,E. SANTILLANA,,4,Donación,Primaria,B,1997,2
